Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
804,Multi-Armed Bandit Problem with Temporally-Partitioned Rewards: When Partial Feedback Counts,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,,,,,,,,,,,,,5.0,0.0
805,Understanding and Mitigating Data Contamination in Deep Anomaly Detection: A Kernel-based Approach, Huawei Noah's Ark La,Chinese University of Hong Kong, Huawei Noah's Ark La,,,,,,,,,,,,,,,1.0,0.0
806,Bridging Differential Privacy and Byzantine-Robustness via Model Aggregation,Sun Yat-sen University,"University of California, San Diego",Sun Yat-sen University,,,,,,,,,,,,,,,3.0,0.0
807,Measuring Data Leakage in Machine-Learning Models with Fisher Information (Extended Abstract) *,Industrial Union of Metalworkers,Industrial Union of Metalworkers,Industrial Union of Metalworkers,Industrial Union of Metalworkers,,,,,,,,,,,,,,4.0,0.0
808,Ranked Prioritization of Groups in Combinatorial Bandit Allocation,Harvard University,Harvard University,Carnegie Mellon University,Harvard University,,,,,,,,,,,,,,4.0,0.0
809,"Adaptive Artificial Intelligence Scheduling Methods for Large-Scale, Stochastic, Industrial Applications",University of Klagenfurt,,,,,,,,,,,,,,,,,1.0,0.0
810,PillGood: Automated and Interactive Pill Dispenser Using Facial Recognition for Safe and Personalized Medication,Yonsei University,Yonsei University,Yonsei University,Yonsei University,Yonsei University,Palo Alto Research Center,,,,,,,,,,,,6.0,0.0
811,Near-Tight Algorithms for the Chamberlin-Courant and Thiele Voting Rules,Allegheny General Hospital,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,3.0,0.0
812,Visual Emotion Representation Learning via Emotion-Aware Pre-training,Drexel University,JPMorgan Chase & Co (United States)," Salesforce Research, Palo Alto, CA, US",Drexel University,,,,,,,,,,,,,,2.0,1.0
813,Learning to Hash Naturally Sorts,Nanjing University of Science and Technology,University of Oxford,Nanjing University of Science and Technology,University of Oxford,,,,,,,,,,,,,,4.0,0.0
814,Weakly-supervised Text Classification with Wasserstein Barycenters Regularization,Jilin University,Jilin University,Jilin University,Jilin University,Jilin University,Jilin University,Jilin University,Jilin University,,,,,,,,,,8.0,0.0
815,SyntaSpeech: Syntax-Aware Generative Adversarial Text-to-Speech,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,4.0,0.0
816,Online Bin Packing with Predictions,French National Centre for Scientific Research,Sorbonne University,University of Manitoba,University of Manitoba,,,,,,,,,,,,,,4.0,0.0
817,PPT: Backdoor Attacks on Pre-trained Models via Poisoned Prompt Tuning,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,5.0,0.0
818,On the Complexity of Calculating Approval-Based Winners in Candidates-Embedded Metrics,Saarland University,,,,,,,,,,,,,,,,,1.0,0.0
819,Recipe2Vec: Multi-modal Recipe Representation Learning with Graph Neural Networks,University of Notre Dame,Brandeis University,University of Notre Dame,University of Notre Dame,University of Notre Dame,University of Notre Dame,,,,,,,,,,,,6.0,0.0
820,A Simple yet Effective Method for Graph Classification,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,6.0,0.0
821,Semi-Supervised Imitation Learning of Team Policies from Suboptimal Demonstrations,Rice University,Rice University,,,,,,,,,,,,,,,,2.0,0.0
822,Body-Decoupled Grounding via Solving: A Novel Approach on the ASP Bottleneck,TU Wien,TU Wien,University of Potsdam,TU Wien,,,,,,,,,,,,,,4.0,0.0
823,Statistically-Guided Deep Network Transformation to Harness Heterogeneity in Space (Extended Abstract) †,University of Mary,University of Pittsburgh,University of Pittsburgh,University of Iowa,University of Iowa,University of Minnesota,University of Minnesota,,,,,,,,,,,7.0,0.0
824,Towards Facilitating Empathic Conversations in Online Mental Health Support: A Reinforcement Learning Approach (Extended Abstract) *,University of Washington,University of Washington,Stanford University,Stanford University,University of Washington,University of Washington,,,,,,,,,,,,6.0,0.0
825,SimMC: Simple Masked Contrastive Learning of Skeleton Representations for Unsupervised Person Re-Identification,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,2.0,0.0
826,Adaptive Convolutional Dictionary Network for CT Metal Artifact Reduction," Tencent Jarvis Lab, Shenzhen, Chin",Xi'an Jiaotong University," Tencent Jarvis Lab, Shenzhen, Chin",Xi'an Jiaotong University,Peng Cheng Laboratory," Tencent Jarvis Lab, Shenzhen, Chin",,,,,,,,,,,,4.0,0.0
827,KRAKEN: A Novel Semantic-Based Approach for Keyphrases Extraction,University of Milano-Bicocca,,,,,,,,,,,,,,,,,1.0,0.0
828,Early Diagnosis of Lyme Disease by Recognizing Erythema Migrans Skin Lesion from Images Utilizing Deep Learning Techniques,University of Clermont Auvergne,,,,,,,,,,,,,,,,,1.0,0.0
829,Graph-based Dynamic Word Embeddings,Nanjing University,Nanjing University,The University of Texas at Dallas,Sun Yat-sen University,,,,,,,,,,,,,,4.0,0.0
830,DPSampler: Exact Weighted Sampling Using Dynamic Programming *,Rice University,Rice University,Rice University,,,,,,,,,,,,,,,3.0,0.0
831,Hierarchical Bilevel Learning with Architecture and Loss Search for Hadamard-based Image Restoration,Dalian University of Technology,Dalian University of Technology,Peng Cheng Laboratory,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,,5.0,0.0
832,Let's Agree to Agree: Targeting Consensus for Incomplete Preferences through Majority Dynamics,Instituto de Pesquisas Tecnológicas,Paris Dauphine University,,,,,,,,,,,,,,,,1.0,0.0
833,General Optimization Framework for Recurrent Reachability Objectives,Masaryk University,Masaryk University,Masaryk University,Masaryk University,,,,,,,,,,,,,,4.0,0.0
834,A Native Qualitative Numeric Planning Solver Based on AND/OR Graph Search,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,3.0,0.0
835,Sample Complexity Bounds for Robustly Learning Decision Lists against Evasion Attacks *,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,4.0,0.0
836,Large Neighborhood Search with Decision Diagrams *,Université Catholique de Louvain,Université Catholique de Louvain,,,,,,,,,,,,,,,,2.0,0.0
837,Comparison Knowledge Translation for Generalizable Image Classification,Zhejiang University,Institute for Advanced Study,Zhejiang University,Zhejiang University,Zhejiang University," Hangzhou Honghua Digital Technology Co., Ltd"," Hangzhou Honghua Digital Technology Co., Ltd",Zhejiang University,Institute for Advanced Study,Zhejiang University,Zhejiang University,,,,,,,5.0,2.0
838,Coherent Probabilistic Aggregate Queries on Long-horizon Forecasts,Illinois Institute of Technology,Illinois Institute of Technology,,,,,,,,,,,,,,,,2.0,0.0
839,Best Heuristic Identification for Constraint Satisfaction," CRIL, Univ. Artois & CNR"," CRIL, Univ. Artois & CNR"," CRIL, Univ. Artois & CNR",Institut Polytechnique de Paris,,,,,,,,,,,,,,4.0,0.0
840,How Should We Vote? A Comparison of Voting Systems within Social Networks,Ben-Gurion University of the Negev,University of Waterloo,University of Waterloo,Ben-Gurion University of the Negev,,,,,,,,,,,,,,4.0,0.0
841,"Transparency, Detection and Imitation in Strategic Classification"," ING Analytics, Amsterdam, The Netherland",University of Amsterdam,Delft University of Technology," ING Analytics, Amsterdam, The Netherland",University of Amsterdam,,,,,,,,,,,,,3.0,0.0
842,CUP: Curriculum Learning based Prompt Tuning for Implicit Event Argument Extraction,East China Normal University,East China Normal University,Fudan University,East China Normal University,East China Normal University,,,,,,,,,,,,,5.0,0.0
843,Video Frame Interpolation Based on Deformable Kernel Region,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Shenzhen Technology University,,,,,,,,,,,,,,,3.0,0.0
844,Towards Contextually Sensitive Analysis of Memes: Meme Genealogy and Knowledge Base,University of Hull,,,,,,,,,,,,,,,,,1.0,0.0
845,On the (In)Tractability of Reinforcement Learning for LTL Objectives,Brown University,Brown University,Brown University,Brown University,,,,,,,,,,,,,,4.0,0.0
846,Robust Weight Perturbation for Adversarial Training,University of Sydney,Hong Kong Baptist University,University of Melbourne," JD Explore Academy, Chin",Institute of Information Engineering,Wuhan University,University of Sydney,,,,,,,,,,,7.0,0.0
847,KPN-MFI: A Kernel Prediction Network with Multi-frame Interaction for Video Inverse Tone Mapping,Peking University,Peng Cheng Laboratory,Shenzhen University,Peng Cheng Laboratory, Guangdong Key Laboratory of Intelligent Information Processin, Shenzhen Key Laboratory of Digital Creative Technolog, Shenzhen Institute for Artificial Intelligence and Robotics for Society (AIRS,Harbin Institute of Technology,Peking University,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,,,,,,5.0,0.0
848,Shielding Federated Learning: Robust Aggregation with Adaptive Client Selection,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Services Computing Technology and System La, Hubei Engineering Research Center on Big Data Securit,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Services Computing Technology and System La, Hubei Engineering Research Center on Big Data Securit,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Services Computing Technology and System La, Hubei Engineering Research Center on Big Data Securit,Deakin University,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Services Computing Technology and System La,Huazhong University of Science and Technology,6.0,0.0
849,Federated Multi-Task Attention for Cross-Individual Human Activity Recognition,Jilin University of Chemical Technology,Jilin University of Chemical Technology,Jilin University of Chemical Technology,University of Trento,Jilin University of Chemical Technology,University of Trento,Jilin University of Chemical Technology,Jilin University of Chemical Technology,,,,,,,,,,2.0,0.0
850,Locally Normalized Soft Contrastive Clustering for Compact Clusters,The University of Texas at Arlington,The University of Texas at Arlington,Pohang University of Science and Technology,Pohang University of Science and Technology,,,,,,,,,,,,,,4.0,0.0
851,CauAIN: Causal Aware Interaction Network for Emotion Recognition in Conversations,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,3.0,0.0
852,Automated Synthesis of Mechanisms,Toulouse 1 Capitole University,University of Naples Federico II,University of Naples Federico II,Toulouse 1 Capitole University,,,,,,,,,,,,,,4.0,0.0
853,Max-Sum with Quadtrees for Decentralized Coordination in Continuous Domains,Technical University of Crete,Technical University of Crete,Technical University of Crete,Technical University of Crete,,,,,,,,,,,,,,4.0,0.0
854,SAR-to-Optical Image Translation via Neural Partial Differential Equations,Xidian University," JD Explore Academy, Chin",Xidian University,University of Sydney,Hangzhou Dianzi University,Xidian University,Xidian University,,,,,,,,,,,6.0,0.0
855,Interactive Reinforcement Learning for Symbolic Regression from Multi-Format Human-Preference Feedbacks,University of Lorraine," Réseau de Transport d'Electricité (Rte) R&D, Paris, Franc",University of Lorraine," Réseau de Transport d'Electricité (Rte) R&D, Paris, Franc",,,,,,,,,,,,,,2.0,0.0
856,Learning Meta Word Embeddings by Unsupervised Weighted Concatenation of Source Embeddings,University of Liverpool,,,,,,,,,,,,,,,,,1.0,0.0
857,Improving Few-Shot Text-to-SQL with Meta Self-Training via Column Specificity,Southeast University,Southeast University,Southeast University,Southeast University," Zhejiang Lab, Zhejiang, Chin",,,,,,,,,,,,,5.0,0.0
858,Continual Semantic Segmentation Leveraging Image-level Labels and Rehearsal,Université Laval,Université Laval,Université Laval,,,,,,,,,,,,,,,3.0,0.0
