Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,num_academia,num_company
551,Probabilistic Inference Modulo Theories,SRI International,SRI International,University of North Texas at Dallas,"University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
552,Latent Contextual Bandits and Their Application to Personalized Recommendations for New Users,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
553,Machine Learning for Integer Programming,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
554,Bounded Suboptimal Multi-Agent Path Finding Using Highways ⇤,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
555,Epistemic Boolean Games Based on a Logic of Visibility and Control,Université de Toulouse,Université de Toulouse,Université de Toulouse,Institut de Recherche en Informatique et Systèmes Aléatoires,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
556,Efficient Representations for the Modal Logic S5,"Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen","Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
557,Deep Neural Decision Forests," Microsoft Research Cambridge, U",Stanford University," Microsoft Research Cambridge, U",,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
558,Blind Search for Atari-Like Online Planning Revisited,"Faculty of Industrial Engineering and Management Technion, Israe","Faculty of Industrial Engineering and Management Technion, Israe","Faculty of Industrial Engineering and Management Technion, Israe",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
559,Discriminative Log-Euclidean Feature Learning for Sparse Representation-Based Recognition of Faces from Videos,"University of Maryland, College Park","University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
560,Learning Stable Linear Dynamical Systems with the Weighted Least Square Method,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
561,An Online Mechanism for Ridesharing in Autonomous Mobility-on-Demand Systems,"University of California, Irvine","University of California, Irvine",New York University Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
562,Incentivizing Intelligent Customer Behavior in Smart-Grids: A Risk-Sharing Tariff & Optimal Strategies,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,,,,,,,,,,,,,,,,,,,9.0,0.0
563,Swift: Compiled Inference for Probabilistic Programming Languages,"University of California, Berkeley","University of California, Berkeley",University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
564,Adaptive Budget Allocation for Maximizing Influence of Advertisements,National Institute of Informatics,Japan Science and Technology Agency,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
565,Ranking Constraints,"LIRMM-CNRS Montpellier, Franc","LAAS-CNRS Toulouse, Franc",Université de Toulouse,University of Bologna,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
566,Static Symmetry Breaking with the Reflex Ordering,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
567,Time Decomposition for Diagnosis of Discrete Event Systems (Extended Abstract),Australian National University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
568,On the Representation and Embedding of Knowledge Bases Beyond Binary Relations,Beihang University,Beihang University,Beihang University,Beihang University,University of Ottawa,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,8.0,0.0
569,StalemateBreaker: A Proactive Content-Introducing Approach to Automatic Human-Computer Conversation,Peking University,Peking University,Peking University," Natural Language Processing Department, Baidu Inc., Chin",Peking University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
570,Automatic Construction and Evaluation of a Large Semantically Enriched Wikipedia,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
571,Coco: Runtime Reasoning About Conflicting Commitments,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
572,Avoiding Optimal Mean Robust PCA/2DPCA with Non-Greedy `1-Norm Maximization,Xi'an Jiaotong University,Carnegie Mellon University,Northwestern Polytechnical University,University of Technology,University of Technology,Carnegie Mellon University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
573,A Characterization of Voting Power for Discrete Weight Distributions,"Microsoft Research, U","Yuval Filmus Technion, Israe",University of Toronto,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
574,Feature Learning Based Deep Supervised Hashing with Pairwise Labels,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
575,Learning to Detect Concepts from Webly-Labeled Video Data,Carnegie Mellon University,Carnegie Mellon University,Xi'an Jiaotong University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
576,A Bilingual Graph-Based Semantic Model for Statistical Machine Translation, Department of Computer Science and Eng, Department of Computer Science and Eng,Shanghai Jiao Tong University,French National Centre for Scientific Research, Department of Computer Science and Eng,Shanghai Jiao Tong University,National Institute of Information and Communications Technology,,,,,,,,,,,,,,,,,,,,,5.0,0.0
577,Klint: Assisting Integration of Heterogeneous Knowledge ⇤,Aalborg University,Tsinghua University,Katja Hos,Aalborg University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
578,A Demonstration of Interactive Task Learning,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
579,Driver Frustration Detection from Audio and Video in the Wild,Massachusetts Institute of Technology,Technical University of Munich,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Technical University of Munich,Massachusetts Institute of Technology," Imperial College London (ICL), U",,,,,,,,,,,,,,,,,,,,,6.0,0.0
580,Normative Practical Reasoning via Argumentation and Dialogue,University of Bath,University of Bath,University of Aberdeen,University of Bath,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
581,Solving Hard Subgraph Problems in Parallel,University of Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
582,A Framework for Anomaly Reasoning: Interpretation through Concept Formation for Knowledge Transfer and Lifelong Learning,"University of Maryland, Baltimore",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
583,Taking up the Gaokao Challenge: An Information Retrieval Approach,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
584,Probabilistic Rank-One Matrix Analysis with Concurrent Regularization,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
585,Optimally Protecting Elections,Case Western Reserve University,Chinese Academy of Sciences,Vanderbilt University,Nanyang Technological University,Ariel University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
586,Heuristics and Really Hard Instances for Subgraph Isomorphism Problems,University of Glasgow,University of Glasgow,University of Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
587,Enforcing Template Representability and Temporal Consistency for Adaptive Sparse Tracking,Colorado School of Mines,Colorado School of Mines,Colorado School of Mines,Colorado School of Mines,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
588,Saliency Transfer: An Example-Based Method for Salient Object Detection,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China," Institute of Electronic & Information Engineering in Dongguan, UEST", Digital Media Technology Key Laboratory of Sichuan Provinc,University of Science and Technology of China, Digital Media Technology Key Laboratory of Sichuan Provinc,,,,,,,,,,,,,,,,,,,,,4.0,0.0
589,Incorporating External Knowledge into Crowd Intelligence for More Specific Knowledge Acquisition,Beihang University,Beihang University,West Virginia University,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
590,Robust Out-of-Sample Data Recovery,Anhui University,Anhui University,The University of Texas at Arlington,Anhui University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
591,Trembling Hand Equilibria of Plurality Voting,Hebrew University of Jerusalem,Mobileye Vision Technologies Ltd. Israe,University of Oxford,University of Southampton,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
592,Improving Topic Model Stability for Effective Document Exploration,University of Illinois Urbana-Champaign,"University of Maryland, Baltimore County",West Virginia University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
593,"B üchi, Lindenbaum, Tarski: A Program Analysis Appetizer",ETH Zurich,ETH Zurich,ETH Zurich,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
594,Co-Optimizating Multi-Agent Placement with Task Assignment and Scheduling,"Computer Science and Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge, MA 0213","Computer Science and Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge, MA 0213",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
595,Bayesian Dictionary Learning with Gaussian Processes and Sigmoid Belief Networks,Duke University,Duke University,Duke University,Duke University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
596,Sparsity Conditional Energy Label Distribution Learning for Age Estimation,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
597,Role Assignment for Game-Theoretic Cooperation,Duke University,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
598,Using Message-Passing DCOP Algorithms to Solve Energy-Efficient Smart Environment Configuration Problems,Orange Lab,Mines Saint-Étienne,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
599,Clustering-Based Joint Feature Selection for Semantic Attribute Prediction ⇤,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
600,Resolving Over-Constrained Conditional Temporal Problems Using Semantically Similar Alternatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
601,Answering Metaqueries Over Hi(OWL 2 QL) Ontologies," Dipartimento di Ingegneria Informatica, Automatica e Gestionale ""Antonio Ruberti"," Dipartimento di Ingegneria Informatica, Automatica e Gestionale ""Antonio Ruberti",Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
602,Epistemic GDL: A Logic for Representing and Reasoning about Imperfect Information Games,University of Sydney,Toulouse 1 Capitole University,University of Sydney,Toulouse 1 Capitole University,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
603,Denoising and Completion of 3D Data via Multidimensional Dictionary Learning,Tufts University,Tufts University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
604,Logic-Based Inductive Synthesis of Efficient Programs,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
605,Proactivity in Robots,Örebro University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
606,Conference Committee Conference Chair,Leipzig University,New York University,University of Freiburg,"IJCAI Executive Secretary Vesna Sabljakovic-Fritz (Vienna University of Technology, Austria",Arizona State University,"Evgeniy Gabrilovich (Google, USA",Indian Institute of Technology Delhi,Sabancı University,Vanderbilt University,Sun Yat-sen University,Carlos III University of Madrid,University of Minnesota,University of Pennsylvania,Tsinghua University,UNSW Sydney,University of Central Florida,New York University,University of Genoa,"Wenliang Zhong (Alibaba, USA",Stevens Institute of Technology,Columbia University,"Rutgers, The State University of New Jersey",Nanjing University,Queens University of Charlotte,Columbia University,Arizona State University,"Uceda-Sosa (IBM, USA",23.0,0.0
607,Control of Fair Division,Budapest University of Technology and Economics,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
608,Employing External Rich Knowledge for Machine Comprehension,Institute of Automation,Institute of Automation,Institute of Automation,Institute of Automation,Institute of Automation,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
609,Joint Models for Extracting Adverse Drug Events from Biomedical Text,Wuhan University,Singapore University of Technology and Design,Heilongjiang University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
610,Stochastic Multiresolution Persistent Homology Kernel,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
611,A Clause Tableau Calculus for MaxSAT ⇤,University of Picardie Jules Verne,Spanish National Research Council,Spanish National Research Council,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
612,An Approximation Algorithm for the Subpath Planning Problem,Amirkabir University of Technology,University of Waterloo,Amirkabir University of Technology,University of Waterloo,Amirkabir University of Technology,University of Waterloo,McMaster University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
613,Semantics-Aware Deep Correspondence Structure Learning for Robust Person Re-identification,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
614,ATUCAPTS: Automated Tests That a User Cannot Pass Twice Simultaneously,Duke University,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
615,Scalable Segment Abstraction Method for Advertising Campaign Admission and Inventory Allocation Optimization,"Optimized Markets, Inc. Pittsburgh, PA, US","Optimized Markets, Inc. Pittsburgh, PA, US",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
616,Synthesizing Robotic Handwriting Motion by Learning from Human Demonstrations,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,École Polytechnique Fédérale de Lausanne,Iscte – Instituto Universitário de Lisboa,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,École Polytechnique Fédérale de Lausanne,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
617,Unsupervised Learning on Neural Network Outputs: with Application in Zero-Shot Learning,Aalto University,University of Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
618,Crowd Scene Understanding with Coherent Recurrent Neural Networks ⇤,Tsinghua University,Tsinghua University,Tsinghua University,Temple University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
619,Relevance for SAT(ID),KU Leuven,Aalto University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
620,Decision-Making Policies for Heterogeneous Autonomous Multi-Agent Systems with Safety Constraints,The University of Texas at Austin,University of Washington,University of Washington,University of Washington,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
621,A Symbolic Closed-Form Solution to Sequential Market Making with Inventory,Australian National University,University of Toronto,Washington University in St. Louis,Australian National University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
622,Incomplete Multi-Modal Visual Data Grouping,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
623,A Framework for Integrating Symbolic and Sub-symbolic Representations,Imperial College London,Puer University,Puer University,Puer University,University of Queensland,Puer University,Puer University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
624,Combining the k-CNF and XOR Phase-Transitions ⇤,Rice University,Rice University,Rice University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
625,Reasoning about Space and Change with Answer Set Programming Modulo Theories,University of Warsaw,University of Warsaw,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
626,Reactive Policy Checking for Action Languages ⇤,TU Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
627,Text-Enhanced Representation Learning for Knowledge Graph,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
628,Expressive Completeness of Existential Rule Languages for Ontology-Based Query Answering,Huazhong University of Science and Technology,University of Sydney,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
629,The Malmo Platform for Artificial Intelligence Experimentation ⇤,Victoria University,South China Normal University,South China Normal University,"CenNavi Technologies Co.,Ltd Beijing, Chin","CenNavi Technologies Co.,Ltd Beijing, Chin",Victoria University,South China Normal University,South China Normal University,South China Normal University,,,,,,,,,,,,,,,,,,,0.0,4.0
630,Linear-Time Outlier Detection via Sensitivity,ETH Zurich,ETH Zurich,ETH Zurich,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
631,Adversarial Sequence Tagging,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
632,Learning Robust Representations for Data Analytics,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
633,Expressivity of Datalog Variants -Completing the Picture,TU Dresden,French Institute for Research in Computer Science and Automation,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
634,Learning by Actively Querying Strong Modal Features ⇤,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
635,Theoretically-Grounded Policy Advice from Multiple Teachers in Reinforcement Learning Settings with Applications to Negative Transfer,Washington State University,Princeton University,Washington State University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
636,Fleet Design Optimisation from Historical Data Using Constraint Programming and Large Neighbourhood Search,Data61,Data61,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
637,Why Prices Need Algorithms,Stanford University,Hebrew University of Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
638,Multi-Label Informed Feature Selection,Arizona State University,"China University of Petroleum, East China",Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
639,Grounding Topic Models with Knowledge Bases,Carnegie Mellon University," Microsoft, California, US",Carnegie Mellon University,Carnegie Mellon University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
