Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,num_academia,num_company
379,DarkRank: Accelerating Deep Metric Learning via Cross Sample Similarities Transfer, Research Center for Brain-inspired Intelligenc,University of Chinese Academy of Sciences, Research Center for Brain-inspired Intelligenc,China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,2.0,1.0
380,CoChat: Enabling Bot and Human Collaboration for Task Completion,Beihang University,Microsoft Research Asia (China),Beihang University," Alibaba AI Labs, Beijing, Chin",,,,,,,,,,,,,,,,2.0,1.0
381,Synthesis of Programs from Multimodal Datasets,Stanford University,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,4.0,0.0
382,Proper Loss Functions for Nonlinear Hawkes Processes,Australian National University,National University of Singapore,,,,,,,,,,,,,,,,,,2.0,0.0
383,Consistent and Specific Multi-View Subspace Clustering,Institute of Information Engineering,University of Chinese Academy of Sciences,Tianjin University,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,6.0,0.0
384,Multi-Step Reinforcement Learning: A Unifying Algorithm,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,4.0,0.0
385,"Different Cycle, Different Assignment: Diversity in Assignment Problems with Multiple Cycles",Simula Research Laboratory,University of Stavanger,,,,,,,,,,,,,,,,,,2.0,0.0
386,"Show, Reward and Tell: Automatic Generation of Narrative Paragraph from Photo Stream by Adversarial Training",Nanjing University of Science and Technology,Microsoft Research Asia (China),Nanjing University of Science and Technology,Nanjing University of Science and Technology,Microsoft Research Asia (China),,,,,,,,,,,,,,,3.0,2.0
387,Truthful and Near-Optimal Mechanisms for Welfare Maximization in Multi-Winner Elections,Tata Institute of Fundamental Research,University of New Mexico,Indian Institute of Technology Guwahati,,,,,,,,,,,,,,,,,3.0,0.0
388,Cooperative Training of Deep Aggregation Networks for RGB-D Action Recognition,University of Wollongong, Motovis In,University of Wollongong,Academia Sinica,University of Wollongong,National University of Defense Technology,,,,,,,,,,,,,,5.0,0.0
389,Committee Selection with Intraclass and Interclass Synergies,Weizmann Institute of Science,Weizmann Institute of Science,RWTH Aachen University,,,,,,,,,,,,,,,,,3.0,0.0
390,"Multi-Entity Aspect-Based Sentiment Analysis with Context, Entity and Aspect Memory",Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,4.0,0.0
391,Computer-Assisted Authoring for Natural Language Story Scripts,Walt Disney (United States),Walt Disney (United States),Walt Disney (United States),"Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,1.0,3.0
392,Recurrently Aggregating Deep Features for Salient Object Detection,University of Hong Kong,Hong Kong Polytechnic University,Hong Kong Polytechnic University,University of Hong Kong,Shenzhen Institutes of Advanced Technology,University of Hong Kong,Shenzhen Institutes of Advanced Technology,,,,,,,,,,,,,7.0,0.0
393,SEE: Syntax-Aware Entity Embedding for Neural Relation Extraction,Soochow University,Soochow University," Collaborative Innovation Center of Novel Software Technology and Industrialization, Chin",Heilongjiang University,Alibaba Group (China),Soochow University,,,,,,,,,,,,,,4.0,1.0
394,"Brute-Force Facial Landmark Analysis with a 140,000-Way Classifier",Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,3.0,0.0
395,Fair Inference on Outcomes,Johns Hopkins University,Johns Hopkins University,,,,,,,,,,,,,,,,,,2.0,0.0
396,Linear and Integer Programming-Based Heuristics for Cost-Optimal Numeric Planning,University of Toronto,University of Toronto,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,4.0,0.0
397,Generative Adversarial Network Based Heterogeneous Bibliographic Network Representation for Personalized Citation Recommendation,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,3.0,0.0
398,Neural Ideal Point Estimation Network,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,3.0,0.0
399,On Cryptographic Attacks Using Backdoors for SAT *,Institute for System Dynamics and Control Theory,Institute for System Dynamics and Control Theory,Institute for System Dynamics and Control Theory,Institute for System Dynamics and Control Theory,Institute for System Dynamics and Control Theory,University of Lisbon,,,,,,,,,,,,,,6.0,0.0
400,Latent Semantic Aware Multi-View Multi-Label Classification,Tianjin University,Tianjin University,Tianjin University,Tianjin University,National University of Defense Technology, Center for Biometrics and Security Research & National Laboratory of Pattern Recognition Institute of Automation,Chinese Academy of Sciences,,,,,,,,,,,,,6.0,0.0
401,280 Birds with One Stone: Inducing Multilingual Taxonomies from Wikipedia Using Character-Level Classification,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,,,,4.0,0.0
402,Community-Based Trip Sharing for Urban Commuting,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,5.0,0.0
403,S-Net: From Answer Extraction to Answer Synthesis for Machine Reading Comprehension,Beihang University,Microsoft Research Asia (China),Microsoft Research Asia (China),Beihang University,Beihang University,Microsoft Research Asia (China),Microsoft Research (India),,,,,,,,,,,,,3.0,4.0
404,Learning Abduction Under Partial Observability,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,3.0,0.0
405,Facility Location Games with Fractional Preferences,City University of Hong Kong,Kyushu University,City University of Hong Kong,Shanghai University of Finance and Economics,Kyushu University,,,,,,,,,,,,,,,5.0,0.0
406,StarSpace: Embed All The Things!,Meta (United States),Meta (United States),Meta (United States),Meta (United States),Meta (United States),Meta (United States),,,,,,,,,,,,,,0.0,6.0
407,Unity in Diversity: Learning Distributed Heterogeneous Sentence Representation for Extractive Summarization,"International Institute of Information Technology, Hyderabad",Microsoft (United States),,,,,,,,,,,,,,,,,,1.0,1.0
408,DeepHeart: Semi-Supervised Sequence Learning for Cardiovascular Risk Prediction,"University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco","University of California, San Francisco",,,,,,,,,11.0,0.0
409,RSDNE: Exploring Relaxed Similarity and Dissimilarity from Completely-imbalanced Labels for Network Embedding,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,7.0,0.0
410,Guiding Search in Continuous State-Action Spaces by Learning an Action Sampler from Off-target Search Experience,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,3.0,0.0
411,Dynamic Pricing for Reusable Resources in Competitive Market with Stochastic Demand,University of Victoria,University of Chinese Academy of Sciences," Microsoft Research, Beijing 100080, Chin",Nanyang Technological University,,,,,,,,,,,,,,,,3.0,0.0
412,An Interactive Multi-Label Consensus Labeling Model for Multiple Labeler Judgments," Amazon, Bangalore, India"," Samsung R&D Institute, Bangalore, India", Lokavidya Technologies Pvt. Ltd,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,1.0,3.0
413,Cascade and Parallel Convolutional Recurrent Neural Networks on EEG-Based Intention Recognition for Brain Computer Interface,UNSW Sydney,UNSW Sydney,UNSW Sydney,Griffith University,University of Queensland,Royal Brisbane and Women's Hospital,University of Queensland,,,,,,,,,,,,,7.0,0.0
414,Neural Networks Incorporating Dictionaries for Chinese Word Segmentation,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,3.0,0.0
415,Human Guided Linear Regression with Feature-Level Constraints,"University of California, Davis","University of California, Davis",,,,,,,,,,,,,,,,,,2.0,0.0
416,Building Continuous Occupancy Maps with Moving Robots,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,2.0,0.0
417,Multi-Adversarial Domain Adaptation *,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,5.0,0.0
418,Facial Landmarks Detection by Self-Iterative Regression Based Landmarks-Attention Network,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Microsoft Research Asia (China),University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,3.0,1.0
419,Efficiently Monitoring Small Data Modification Effect for Large-Scale Learning in Changing Environment,Nagoya Institute of Technology,Nagoya Institute of Technology,University of Tsukuba,Japan Science and Technology Agency,RIKEN Center for Advanced Intelligence Project,Nagoya Institute of Technology,RIKEN Center for Advanced Intelligence Project,National Institute for Materials Science,,,,,,,,,,,,8.0,0.0
420,When Waiting Is Not an Option: Learning Options with a Deliberation Cost, Indicates equal contribution, Indicates equal contribution,McGill University,,,,,,,,,,,,,,,,,1.0,0.0
421,"Resource Allocation Polytope Games: Uniqueness of Equilibrium, Price of Stability, and Price of Anarchy",Leshi Internet Information and Technology (China),University of Paris-Saclay,Leshi Internet Information and Technology (China),University of Paris-Saclay,Leshi Internet Information and Technology (China),University of Paris-Saclay,French Institute for Research in Computer Science and Automation,,,,,,,,,,,,,4.0,3.0
422,Ranking Users in Social Networks with Higher-Order Structures,Hong Kong University of Science and Technology,Zhejiang University,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology," Tencent Technology (SZ) Co., Ltd., Chin"," Tencent Technology (SZ) Co., Ltd., Chin",,,,,,,,,,,,,,4.0,0.0
423,ARC: Adversarial Robust Cuts for Semi-Supervised and Multi-Label Classification,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,3.0,0.0
424,Disjunctive Program Synthesis: A Robust Approach to Programming by Example,Microsoft (United States),Microsoft (United States),,,,,,,,,,,,,,,,,,0.0,2.0
425,Convolutional 2D Knowledge Graph Embeddings,Università della Svizzera italiana,University College London,,,,,,,,,,,,,,,,,,2.0,0.0
426,Automatic Segmentation of Data Sequences,Virginia Tech,Virginia Tech,Virginia Tech,,,,,,,,,,,,,,,,,3.0,0.0
427,Semantic Structure-Based Word Embedding by Incorporating Concept Convergence and Word Divergence,Beijing Institute of Technology,University of Technology Sydney,Beijing Institute of Technology," . Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Chin",University of Technology Sydney,Beijing Institute of Technology,Beijing Advanced Sciences and Innovation Center,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,6.0,0.0
428,Geographic Differential Privacy for Mobile Crowd Coverage Maximization,Hong Kong University of Science and Technology,Shanghai Jiao Tong University,University of Fribourg,Shanghai University of Finance and Economics,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,5.0,0.0
429,Balancing Lexicographic Fairness and a Utilitarian Objective with Application to Kidney Exchange, Department of Mathematics University of Marylan,Computer Science Department, Department of Mathematics University of Marylan,Computer Science Department,,,,,,,,,,,,,,,,4.0,0.0
430,Belief Reward Shaping in Reinforcement Learning,University of the Witwatersrand,University of the Witwatersrand,,,,,,,,,,,,,,,,,,2.0,0.0
431,Understanding Social Interpersonal Interaction via Synchronization Templates of Facial Events,Rochester Institute of Technology,Massachusetts Institute of Technology,University of Rochester,,,,,,,,,,,,,,,,,3.0,0.0
432,T-C3D: Temporal Convolutional 3D Network for Real-Time Action Recognition,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Tsinghua University,South China University of Technology,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,5.0,0.0
433,ExprGAN: Facial Expression Editing with Controllable Expression Intensity,Palo Alto Research Center,"University of Maryland, College Park",,,,,,,,,,,,,,,,,,2.0,0.0
434,Joint Dictionaries for Zero-Shot Learning,Weizmann Institute of Science,University of Pennsylvania,Weizmann Institute of Science,Weizmann Institute of Science,,,,,,,,,,,,,,,,4.0,0.0
