Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,inst28,inst29,inst30,inst31,inst32,inst33,inst34,inst35,inst36,inst37,inst38,inst39,inst40,inst41,num_academia,num_company
592,A Syntax-Independent Approach to Forgetting in Disjunctive Logic Programs,Simon Fraser University,Griffith University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
593,SimSensei Demonstration: A Perceptive Virtual Human Interviewer for Healthcare Applications,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
594,A Reduction of the Elastic Net to Support Vector Machines with an Application to GPU Computing,Tsinghua University,Washington University in St. Louis,Tsinghua University,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
595,On the Decreasing Power of Kernel and Distance Based Nonparametric Hypothesis Tests in High Dimensions,Statistical Service,Carnegie Mellon University,Statistical Service,Statistical Service,Statistical Service,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
596,Maximin Separation Probability Clustering *,Tsinghua University,Microsoft Research (India),Tsinghua University,Microsoft Research (India),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
597,DynaDiffuse: A Dynamic Diffusion Model for Continuous Time Constrained Influence Maximization,University of Chinese Academy of Sciences,Institute of Software,Chinese Academy of Sciences,Institute of Software,Chinese Academy of Sciences,Institute of Software,Chinese Academy of Sciences,Nanyang Technological University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0
598,VELDA: Relating an Image Tweet's Text and Images,National University of Singapore,National University of Singapore,Old Dominion University,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
599,The Complexity of Recognizing Incomplete Single-Crossing Preferences,University of Oxford,AGH University of Science and Technology,University of Vienna,Tel Aviv University,National Technical University of Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
600,Leveraging Ontologies to Improve Model Generalization Automatically with Online Data Sources,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
601,Probabilistic Attributed Hashing,Tsinghua University,Tsinghua University,Alibaba Group (United States),University of Connecticut,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
602,Robust Subspace Clustering via Thresholding Ridge Regression,Institute for Infocomm Research,Sichuan University,Institute for Infocomm Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
603,Approximating Optimal Social Choice under Metric Preferences,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
604,Activity Planning for a Lunar Orbital Mission,Ames Research Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
605,Improving Cross-Domain Recommendation through Probabilistic Cluster-Level Latent Factor Model,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
606,Multi-Agent Path Finding on Strongly Biconnected Digraphs,IBM Research - Ireland,Charles University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
607,Answering Conjunctive Queries over EL Knowledge Bases with Transitive and Reflexive Roles,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
608,English Light Verb Construction Identification Using Lexical Knowledge,University of Colorado Boulder,University of Colorado Boulder,University of Colorado Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
609,A Logic for Reasoning About Game Strategies,Western Sydney University,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
610,TrustSVD: Collaborative Filtering with Both the Explicit and Implicit Influence of User Trust and of Item Ratings,American University of Beirut,University of Cambridge,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
611,An SVD and Derivative Kernel Approach to Learning from Geometric Data,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
612,From Classical to Consistent Query Answering under Existential Rules,University of Oxford,Universidad Nacional del Sur,University of Vienna,Universidad Nacional del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
613,Game-Theoretic Approach for Non-Cooperative Planning,Universitat Politècnica de València,Universitat Politècnica de València,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
614,Gaussian Cardinality Restricted Boltzmann Machines," Baidu Corporation, Beijing, Chin",Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
615,Aggregating User Input in Ecology Citizen Science Projects,University of Oxford,University of Oxford,Lappeenranta-Lahti University of Technology,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
616,A New Computational Intelligence Model for Long-Term Prediction of Solar and Geomagnetic Activity,University of Manchester,Halmstad University,University of Manchester,Halmstad University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
617,Ranking with Recursive Neural Networks and Its Application to Multi-Document Summarization,Peking University,Microsoft Research Asia (China),Beihang University,Peking University,Microsoft Research Asia (China),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
618,Online Dictionary Learning on Symmetric Positive Definite Manifolds with Vision Applications,Harbin Institute of Technology,Hong Kong Baptist University,GE Global Research (United States),Hong Kong Baptist University,Data61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
619,Optimal Personalized Filtering Against Spear-Phishing Attacks,Vanderbilt University,Vanderbilt University,Vanderbilt University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
620,Efficient Computation of Semivalues for Game-Theoretic Network Centrality,University of Oxford,University of Warsaw,University of Oxford,University of Oxford,Warsaw University of Technology,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
621,Active Learning by Learning,National Taiwan University,National Taiwan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
622,Balanced Trade Reduction for Dual-Role Exchange Markets,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
623,Kickback Cuts Backprop's Red-Tape: Biologically Plausible Credit Assignment in Neural Networks,Victoria University of Wellington,Victoria University of Wellington,Victoria University of Wellington,Victoria University of Wellington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
624,Dialogue Understanding in a Logic of Action and Belief,Carnegie Mellon University,"One Research Circle, Niskayuna, NY 1230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
625,Multi-Task Learning and Algorithmic Stability,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
626,Budgeted Prediction With Expert Advice,University of Pennsylvania,Lifelabs New York,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
627,A Multi-Pass Sieve for Name Normalization,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
628,Compute Less to Get More: Using ORC to Improve Sparse Filtering,Cornell University,"University of California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
629,Probabilistic Graphical Models for Boosting Cardinal and Ordinal Peer Grading in MOOCs,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
630,Modelling Class Noise with Symmetric and Asymmetric Distributions,China University of Geosciences,China University of Geosciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
631,Lower and Upper Bounds for SPARQL Queries over OWL Ontologies,University of Ulm,University of Ulm,National Technical University of Athens,National Technical University of Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
632,Sequence-Form Algorithm for Computing Stackelberg Equilibria in Extensive-Form Games,Technical University of Munich,Aarhus University,Technical University of Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
633,A Graphical Representation for Games in Partition Function Form,Kyushu University,University of Oxford,University of Warsaw,Kyushu University,Japan Science and Technology Agency,University of Oxford,Kyushu University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
634,Sparse Deep Stacking Network for Image Classification,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
635,Learning Relational Sum-Product Networks,University of Washington,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
636,Ontology Module Extraction via Datalog Reasoning,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
637,Grounded Fixpoints,"Department of Computer Science KU Leuven 3001 Heverlee, Belgiu","Department of Computer Science Campus De Nayer, KU Leuven 2860 Sint-Katelijne-Waver, Belgiu","Department of Computer Science KU Leuven 3001 Heverlee, Belgiu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
638,Actionable Combined High Utility Itemset Mining,Centro Universitário da FEI,Centro Universitário da FEI,Centro Universitário da FEI,Centro Universitário da FEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
639,Compress and Control,Australian National University,Australian National University,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
640,On the Scalable Learning of Stochastic Blockmodel,Jilin University,Jilin University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
641,Heuristic Induction of Rate-Based Process Models,University of Auckland,University of Auckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
642,"Cross-Modal Similarity Learning via Pairs, Preferences, and Active Supervision",Georgia Institute of Technology,Duke University,Georgia Institute of Technology,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
643,Matching with Dynamic Ordinal Preferences,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
644,Combining Machine Learning and Crowdsourcing for Better Understanding Commodity Reviews,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,University of Illinois Urbana-Champaign,Beihang University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
645,Eigenvalues Ratio for Kernel Selection of Kernel Methods,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
646,Dictionary Learning with Mutually Reinforcing Group-Graph Structures,Georgia Institute of Technology,University of North Carolina at Chapel Hill,Shanghai Jiao Tong University,East China Normal University,Georgia Institute of Technology,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
647,"Spectral Clustering Using Multilinear SVD: Analysis, Approximations and Applications",Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
648,Pearl's Causality in a Logical Setting,Royal Institute of Technology,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
649,Multimedia Data for the Visually Impaired,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Institute for Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
650,Going Beyond Literal Command-Based Instructions: Extending Robotic Natural Language Interaction Capabilities,Tufts University,Tufts University,Tufts University,Tufts University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
651,A Convex Formulation for Spectral Shrunk Clustering,University of Technology Sydney,Northwestern Polytechnical University,The University of Texas at Arlington,Carnegie Mellon University,University of Technology Sydney,University of Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
652,Bayesian Affect Control Theory of Self,University of Waterloo,University of Applied Sciences Potsdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
653,"The Queue Method: Handling Delay, Heuristics, Prior Data, and Evaluation in Bandits",University of Washington,University of Washington,Carnegie Mellon University,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
654,On a Competitive Secretary Problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
655,Efficient Benchmarking of Hyperparameter Optimizers via Surrogates,University of Freiburg,University of Freiburg,University of British Columbia,University of British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
656,Exploiting Task-Feature Co-Clusters in Multi-Task Learning,University of Washington,"Laboratory for Natural Language Processing and AI Nuance Communications Sunnyvale, CA US",Graduate School of Computer Science and Advanced Technologies,University of Science and Technology of China,Yahoo (United States),Graduate School of Computer Science and Advanced Technologies,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
657,LOL -Laugh Out Loud,Télécom Paris,Télécom Paris,Télécom Paris,Télécom Paris,University of Genoa,University of Genoa,University of Genoa,University of Genoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
658,Cooperative Game Solution Concepts that Maximize Stability under Noise,Duke University,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
659,Interactive Narrative Planning in The Best Laid Plans,University of New Orleans,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
660,Localized Centering: Reducing Hubness in Large-Sample Data,National Institute of Genetics,National Institute of Genetics,Nara Institute of Science and Technology,The Institute of Statistical Mathematics,The Institute of Statistical Mathematics,University of Novi Sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
661,GEF: A Self-Programming Robot Using Grammatical Evolution,"Department of Mathematics and Computer Science Rollins College, Winter Park, FL 3278","Department of Mathematics and Computer Science Rollins College, Winter Park, FL 3278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
662,Don't Fall for Tuning Parameters: Tuning-Free Variable Selection in High Dimensions With the TREX,Cornell University,Courant Institute of Mathematical Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
663,RAIN: Social Role-Aware Information Diffusion,Tsinghua University," Tsinghua National Laboratory for Information Science and Technology (TNList), Chin",Tsinghua University," Tsinghua National Laboratory for Information Science and Technology (TNList), Chin",Northeastern University,Tsinghua University," Tsinghua National Laboratory for Information Science and Technology (TNList), Chin",Tsinghua University," Tsinghua National Laboratory for Information Science and Technology (TNList), Chin",Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0
664,Voting Rules As Error-Correcting Codes,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
665,On the Role of Canonicity in Knowledge Compilation,California State University Los Angeles,California State University Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
666,Mining Query Subtopics from Questions in Community Question Answering,Beihang University,Microsoft Research Asia (China),Beihang University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
