Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
488,Task-Specific Scene Structure Representations,Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
489,Mean-Shifted Contrastive Loss for Anomaly Detection,Hebrew University of Jerusalem,Hebrew University of Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
490,Unsupervised Paraphrasing under Syntax Knowledge,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,,,,,,,,,,,,,,,,,,,,7.0,0.0
491,SSPAttack: A Simple and Sweet Paradigm for Black-Box Hard-Label Textual Adversarial Attack,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Peking University,Pennsylvania State University,Zhejiang Lab,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,,,,,,,9.0,0.0
492,Approximations for Indivisible Concave Allocations with Applications to Nash Welfare Maximization,Denison University,Elon University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
493,Fast and Interpretable Dynamics for Fisher Markets via Block-Coordinate Updates,Columbia University,Columbia University,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
494,Faster Fair Machine via Transferring Fairness Constraints to Virtual Samples,Nanjing University of Information Science and Technology,Nanjing University of Science and Technology,University of Pittsburgh,Nanjing University of Information Science and Technology,Mohamed bin Zayed University of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
495,Text to Point Cloud Localization with Relation-Enhanced Transformer,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
496,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University, Shanghai Artificial Intelligence Laborator, Shanghai Artificial Intelligence Laborator,Children's Hospital of Fudan University,Children's Hospital of Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University, Shanghai Artificial Intelligence Laborator,,,,,,,,,,,5.0,0.0
497,Low-Resource Personal Attribute Prediction from Conversations,Nankai University,Nankai University,Nankai University,University of Manchester,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
498,Logic and Commonsense-Guided Temporal Knowledge Graph Completion,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
499,Evaluating and Improving Interactions with Hazy Oracles,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
500,Energy-Motivated Equivariant Pretraining for 3D Molecular Graphs,Research Organization for Information Science and Technology,Tsinghua University,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,Tsinghua University,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method, Tencent AI La,Research Organization for Information Science and Technology,Tsinghua University,Tsinghua University,Beijing Academy of Artificial Intelligence,,,,,,,,,,,,,,11.0,0.0
501,Online Tuning for Offline Decentralized Multi-Agent Reinforcement Learning,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
502,Hard Sample Aware Network for Contrastive Deep Graph Clustering,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Northwestern Polytechnical University,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Beijing Information Science & Technology University,,,,,,,,,,,,,,,,,10.0,0.0
503,OMPQ: Orthogonal Mixed Precision Quantization,Xiamen University,Xiamen University,Peng Cheng Laboratory," Samsara, Seattle, WA, USA",Xiamen University," Tencent Technology (Shanghai) Co., Ltd, China"," CATL, China"," CATL, China",Xiamen University,,,,,,,,,,,,,,,,,,5.0,4.0
504,Fully Computer-Assisted Proofs in Extremal Combinatorics,Freie Universität Berlin,Technical University of Berlin,Zuse Institute Berlin,Zuse Institute Berlin,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
505,Converge to the Truth: Factual Error Correction via Iterative Constrained Editing,Fudan University,Fudan University,University of Electronic Science and Technology of China, ByteDance AI La,"University of California, Santa Barbara",Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,6.0,0.0
506,DINet: Deformation Inpainting Network for Realistic Face Visually Dubbing on High Resolution Video," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La",Zhejiang University,Xiamen University," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La",Zhejiang University,,,,,,,,,,,,,,,,,,,3.0,0.0
507,Hierarchical Consistent Contrastive Learning for Skeleton-Based Action Recognition with Growing Augmentations,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
508,Soft Action Priors: Towards Robust Policy Transfer,University of Lille," CNRS, UMR 9189 -CRIStAL, F-59000 Lille, France Inria, Centrale Lill",University of Lille," CNRS, UMR 9189 -CRIStAL, F-59000 Lille, France Inria, Centrale Lill",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
509,Global Convergence of Two-Timescale Actor-Critic for Solving Linear Quadratic Regulator,National University of Singapore,University of Science and Technology Beijing,The Ohio State University,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
510,On Total-Order HTN Plan Verification with Method Preconditions -An Extension of the CYK Parsing Algorithm,Australian National University,University of Amsterdam,Charles University,Charles University,Australian National University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
511,Networked Restless Bandits with Positive Externalities,"University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
512,Fair-CDA: Continuous and Directional Augmentation for Group Fairness,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",Beijing Normal University,Tsinghua University,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",,,,,,,,,,,,,,,,,,,,,6.0,0.0
513,Neighbor Contrastive Learning on Learnable Graph Augmentation,Griffith University,St. Francis Xavier University,Griffith University,St. Francis Xavier University,Griffith University,St. Francis Xavier University,Griffith University,St. Francis Xavier University,,,,,,,,,,,,,,,,,,,8.0,0.0
514,Scalable Bayesian Meta-Learning through Generalized Implicit Gradients,University of Minnesota,University of Minnesota,University of Minnesota,University of Minnesota,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
515,BERT-ERC: Fine-Tuning BERT Is Enough for Emotion Recognition in Conversation,Peking University,Xiaomi (China),Peking University,Peking University,Xiaomi (China),Xiaomi (China),Xiaomi (China),Peking University,Peking University,,,,,,,,,,,,,,,,,,5.0,0.0
516,HybridPrompt: Bridging Language Models and Human Priors in Prompt Tuning for Visual Question Answering,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
517,Generic and Dynamic Graph Representation Learning for Crowd Flow Modeling,Beihang University,Beihang University,Beihang University,Beihang University,University of Central Florida,Beihang University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
518,Anomaly Segmentation for High-Resolution Remote Sensing Images Based on Pixel Descriptors,Wuhan University,Wuhan University,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
519,Boosting Semi-Supervised Semantic Segmentation with Probabilistic Representations,Northeastern University,Northeastern University,University of Sydney,University of Sydney," SenseTime Research, Beijing, Chin",Northeastern University,University of Sydney,,,,,,,,,,,,,,,,,,,,6.0,1.0
520,Learning Noise-Induced Reward Functions for Surpassing Demonstrations in Imitation Learning,Beihang University,"Haidian District, Beijing, P.R. China, 10019",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
521,NAS-LID: Efficient Neural Architecture Search with Local Intrinsic Dimension,Hong Kong Baptist University, NVIDIA AI Tech Cente,Shanghai Jiao Tong University,Shanghai Zhangjiang Laboratory,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University, NVIDIA AI Tech Cente,Shanghai Jiao Tong University, NVIDIA AI Tech Cente,University of Washington,Coventry University,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong University of Science and Technology,,,,,,,,,,,,8.0,0.0
522,Learning Conflict-Noticed Architecture for Multi-Task Learning,Southern University of Science and Technology,University of Technology Sydney,Southern University of Science and Technology,Peng Cheng Laboratory,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
523,ImGCL: Revisiting Graph Contrastive Learning on Imbalanced Node Classification,Tsinghua University, Tencent AI La,Hong Kong University of Science and Technology, Tencent AI La,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
524,Efficient Answer Enumeration in Description Logics with Functional Roles,Leipzig University,Leipzig University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
525,RLEKF: An Optimizer for Deep Potential with Ab Initio Accuracy,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Peking University Shenzhen Hospital,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Peking University Shenzhen Hospital,Institute of Semiconductors,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,,,,,10.0,0.0
526,DARL: Distance-Aware Uncertainty Estimation for Offline Reinforcement Learning,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
527,Conditional Syntax Splitting for Non-monotonic Inference Operators,Open University in the Netherlands,TU Dortmund University,University of Cape Town,Centre for Artificial Intelligence and Robotics,University of Hagen,University of Hagen,,,,,,,,,,,,,,,,,,,,,6.0,0.0
528,Implementing Bounded Revision via Lexicographic Revision and C-revision,TU Dortmund University,TU Dortmund University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
529,PDFormer: Propagation Delay-Aware Dynamic Long-Range Transformer for Traffic Flow Prediction,Beihang University,Beihang University,Renmin University of China,Beihang University,Urban Planning & Design Institute of Shenzhen (China),Beihang University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
530,Revisiting the Spatial and Temporal Modeling for Few-Shot Action Recognition,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
531,Synthetic Data Can Also Teach: Synthesizing Effective Data for Unsupervised Visual Representation Learning,University of Pittsburgh,University of Notre Dame,George Mason University,University of Notre Dame,University of Notre Dame,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,6.0,0.0
532,Memorization Weights for Instance Reweighting in Adversarial Training,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
533,CoopInit: Initializing Generative Adversarial Networks via Cooperative Learning,"Cognitive Computing Lab Baidu Research 10900 NE 8th St. Bellevue, WA 98004, US","Cognitive Computing Lab Baidu Research 10900 NE 8th St. Bellevue, WA 98004, US","Cognitive Computing Lab Baidu Research 10900 NE 8th St. Bellevue, WA 98004, US",,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
534,RINK: Reader-Inherited Evidence Reranker for Table-and-Text Open Domain Question Answering,Jeonbuk National University,Jeonbuk National University, Naver Corporatio,University of Pardubice, Naver Corporatio,Jeonbuk National University,,,,,,,,,,,,,,,,,,,,,3.0,0.0
535,Adaptive Mixing of Auxiliary Losses in Supervised Learning,Indian Institute of Technology Bombay," Google Research, Indi",Indian Institute of Technology Bombay,Indian Institute of Science Bangalore," Google Research, Indi",Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,,,4.0,0.0
536,How to Cut a Discrete Cake Fairly,The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
537,Game Implementation: What Are the Obstructions?,TU Wien,TU Wien,TU Wien,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,,,,6.0,0.0
538,Store and Fetch Immediately: Everything Is All You Need for Space-Time Video Super-resolution,Wuhan University,St. Cloud Hospital,Wuhan University,Peking University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
539,RankDNN: Learning to Rank for Few-Shot Learning,Fudan University," Shanghai Key Laboratory of Intelligent Information Processing,Shanghai,Chin",Fudan University,Fudan University,Fudan University," Shanghai Key Laboratory of Intelligent Information Processing,Shanghai,Chin",University of Hong Kong," Shanghai Key Laboratory of Intelligent Information Processing,Shanghai,Chin",Fudan University,Fudan University," Shanghai Key Laboratory of Intelligent Information Processing,Shanghai,Chin",,,,,,,,,,,,,,,,3.0,3.0
